[WARN] 2018-06-13 14:25:34,810 dao.DAOProduktBatchKomp updateProduktBatchKomp - No rows updated in "Produkt batch komponent".
[INFO] 2018-06-14 11:03:15,754 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:03:22,231 ase.WeightSocket rm20 - Server: RM20 A "2"
[INFO] 2018-06-14 11:03:22,355 ase.WeightSocket rm20 - Client: RM20 8 "prosciuta" "" "Confirm" \n
[INFO] 2018-06-14 11:03:22,963 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:03:23,797 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:03:24,121 ase.WeightSocket rm20 - Client: RM20 8 "Toem vaegt" "" "" \n
[INFO] 2018-06-14 11:03:24,738 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:03:25,469 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:03:25,469 ase.WeightSocket readWeight - Client: S\n
[INFO] 2018-06-14 11:03:25,774 ase.WeightSocket readWeight - Server: S S      0.000 kg
[INFO] 2018-06-14 11:03:25,852 ase.WeightSocket rm20 - Client: RM20 8 "3; tomat" "" "" \n
[INFO] 2018-06-14 11:03:26,513 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:03:27,766 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:03:27,767 ase.WeightSocket rm20 - Client: RM20 8 "Placer tara." "" "" \n
[INFO] 2018-06-14 11:03:28,393 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:03:29,960 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:03:29,961 ase.WeightSocket tarer - Client: T
[INFO] 2018-06-14 11:03:30,690 ase.WeightSocket tarer - Server: T S      0.028 kg
[INFO] 2018-06-14 11:03:30,692 ase.WeightSocket rm20 - Client: RM20 8 "Angiv raavarebatch ID" "" "" \n
[INFO] 2018-06-14 11:03:31,278 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:03:31,941 ase.WeightSocket rm20 - Server: RM20 A ""
[WARN] 2018-06-14 11:03:31,945 ase.AseController afvejning - Ikke gyldig vægt
[INFO] 2018-06-14 11:03:31,946 ase.WeightSocket rm20 - Client: RM20 8 "Angiv raavarebatch ID" "" "" \n
[INFO] 2018-06-14 11:03:32,572 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:03:32,989 ase.WeightSocket rm20 - Server: RM20 A ""
[WARN] 2018-06-14 11:03:32,989 ase.AseController afvejning - Ikke gyldig vægt
[INFO] 2018-06-14 11:03:32,989 ase.WeightSocket rm20 - Client: RM20 8 "Angiv raavarebatch ID" "" "" \n
[INFO] 2018-06-14 11:03:33,616 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:03:35,809 ase.WeightSocket rm20 - Server: RM20 A "7"
[INFO] 2018-06-14 11:03:35,865 ase.WeightSocket rm20 - Client: RM20 8 "Current RB: 1.808kg." "" "2.0kg." \n
[INFO] 2018-06-14 11:03:36,540 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:03:38,106 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:03:38,107 ase.WeightSocket rm20 - Client: RM20 8 "Se vaegt." "" "" \n
[INFO] 2018-06-14 11:03:38,942 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:03:40,300 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:03:40,301 ase.WeightSocket readWeight - Client: S\n
[INFO] 2018-06-14 11:03:41,122 ase.WeightSocket readWeight - Server: S S      0.192 kg
[INFO] 2018-06-14 11:03:41,122 ase.WeightSocket rm20 - Client: RM20 8 "Vaegt ok?" "" "0.192kg" \n
[INFO] 2018-06-14 11:03:41,743 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:03:42,806 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:03:42,810 ase.AseController afvejning - 3 7 1.616
[WARN] 2018-06-14 11:03:42,876 ase.AseController afvejning - DTOProduktBatchKomp(pbId=2, rbId=7, tara=0.028, netto=0.192, oprId=1)
[INFO] 2018-06-14 11:03:48,028 ase.WeightSocket rm20 - Client: RM20 8 "afvejet 7 mangler: 1.808" "" "" \n
[INFO] 2018-06-14 11:03:48,656 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:03:54,817 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:04:46,482 ase.WeightSocket rm20 - Client: RM20 8 "Angiv raavarebatch ID" "" "" \n
[INFO] 2018-06-14 11:04:51,231 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-14 11:04:51,234 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-14 11:04:51,243 ase.WeightSocket rm20 - Client: RM20 8 "Input operator ID" "ID" "" \n
[INFO] 2018-06-14 11:04:51,847 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:04:58,428 ase.WeightSocket rm20 - Server: RM20 A "ID"
[WARN] 2018-06-14 11:04:58,430 ase.AseController validerOperatoer - Ikke gyldigt ID
[INFO] 2018-06-14 11:04:58,430 ase.WeightSocket rm20 - Client: RM20 8 "" "Ikke gyldigt ID" "" \n
[INFO] 2018-06-14 11:04:59,046 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:04:59,471 ase.WeightSocket rm20 - Server: RM20 A "Ikke gyldigt ID"
[INFO] 2018-06-14 11:04:59,473 ase.WeightSocket rm20 - Client: RM20 8 "Input operator ID" "ID" "" \n
[INFO] 2018-06-14 11:05:00,094 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:05:01,463 ase.WeightSocket rm20 - Server: RM20 A "1"
[INFO] 2018-06-14 11:05:02,230 ase.WeightSocket rm20 - Client: RM20 8 "TT" "" "Confirm" \n
[INFO] 2018-06-14 11:05:02,753 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:05:03,728 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:05:03,755 ase.WeightSocket rm20 - Client: RM20 8 "Input batch ID" "1-9999999" "" \n
[INFO] 2018-06-14 11:05:04,486 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:05:06,367 ase.WeightSocket rm20 - Server: RM20 A "2"
[INFO] 2018-06-14 11:05:06,486 ase.WeightSocket rm20 - Client: RM20 8 "prosciuta" "" "Confirm" \n
[INFO] 2018-06-14 11:05:07,409 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:05:07,492 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:05:07,838 ase.WeightSocket rm20 - Client: RM20 8 "Toem vaegt" "" "" \n
[INFO] 2018-06-14 11:05:08,445 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:05:08,768 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:05:08,769 ase.WeightSocket readWeight - Client: S\n
[INFO] 2018-06-14 11:05:09,080 ase.WeightSocket readWeight - Server: S S      0.000 kg
[INFO] 2018-06-14 11:05:09,155 ase.WeightSocket rm20 - Client: RM20 8 "3; tomat" "" "" \n
[INFO] 2018-06-14 11:05:09,812 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:05:10,230 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:05:10,231 ase.WeightSocket rm20 - Client: RM20 8 "Placer tara." "" "" \n
[INFO] 2018-06-14 11:05:10,858 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:05:12,006 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:05:12,007 ase.WeightSocket tarer - Client: T
[INFO] 2018-06-14 11:05:13,985 ase.WeightSocket tarer - Server: T S      0.028 kg
[INFO] 2018-06-14 11:05:13,991 ase.WeightSocket rm20 - Client: RM20 8 "Angiv raavarebatch ID" "" "" \n
[INFO] 2018-06-14 11:05:14,569 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:05:22,595 ase.WeightSocket rm20 - Server: RM20 A "7"
[INFO] 2018-06-14 11:05:22,649 ase.WeightSocket rm20 - Client: RM20 8 "Current RB: 1.616kg." "" "2.0kg." \n
[INFO] 2018-06-14 11:05:23,390 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:05:24,853 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:05:24,854 ase.WeightSocket rm20 - Client: RM20 8 "Se vaegt." "" "" \n
[INFO] 2018-06-14 11:05:25,479 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:05:26,726 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:05:26,735 ase.WeightSocket readWeight - Client: S\n
[INFO] 2018-06-14 11:05:28,508 ase.WeightSocket readWeight - Server: S S      0.192 kg
[INFO] 2018-06-14 11:05:28,508 ase.WeightSocket rm20 - Client: RM20 8 "Vaegt ok?" "" "0.192kg" \n
[INFO] 2018-06-14 11:05:29,243 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:05:30,178 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:05:30,186 ase.AseController afvejning - 3 7 1.424
[WARN] 2018-06-14 11:05:30,376 ase.AseController afvejning - DTOProduktBatchKomp(pbId=2, rbId=7, tara=0.028, netto=0.192, oprId=1)
[INFO] 2018-06-14 11:05:33,761 ase.WeightSocket rm20 - Client: RM20 8 "afvejet: 7" "Mangler: 1.808kg" "" \n
[INFO] 2018-06-14 11:05:34,462 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:05:42,505 ase.WeightSocket rm20 - Server: RM20 A "Mangler: 1.808kg"
[INFO] 2018-06-14 11:06:30,882 ase.WeightSocket rm20 - Client: RM20 8 "Angiv raavarebatch ID" "" "" \n
[INFO] 2018-06-14 11:06:34,563 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-14 11:06:34,563 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-14 11:06:34,574 ase.WeightSocket rm20 - Client: RM20 8 "Input operator ID" "ID" "" \n
[INFO] 2018-06-14 11:06:35,250 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:09:47,532 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-14 11:09:47,534 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-14 11:09:47,543 ase.WeightSocket rm20 - Client: RM20 8 "Input operator ID" "ID" "" \n
[INFO] 2018-06-14 11:09:47,829 ase.WeightSocket rm20 - Server: RM20 I
[INFO] 2018-06-14 11:09:54,644 ase.WeightSocket rm20 - Server: RM20 A "1"
[INFO] 2018-06-14 11:09:55,302 ase.WeightSocket rm20 - Client: RM20 8 "TT" "" "Confirm" \n
[INFO] 2018-06-14 11:09:56,000 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:09:56,941 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:09:56,958 ase.WeightSocket rm20 - Client: RM20 8 "Input batch ID" "ID" "" \n
[INFO] 2018-06-14 11:09:57,568 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:10:22,131 ase.WeightSocket rm20 - Server: RM20 A "2"
[INFO] 2018-06-14 11:10:22,232 ase.WeightSocket rm20 - Client: RM20 8 "prosciuta" "" "Confirm" \n
[INFO] 2018-06-14 11:10:23,054 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:10:23,677 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:10:24,001 ase.WeightSocket rm20 - Client: RM20 8 "Toem vaegt" "ok?" "" \n
[INFO] 2018-06-14 11:10:24,619 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:10:25,977 ase.WeightSocket rm20 - Server: RM20 A "ok?"
[INFO] 2018-06-14 11:10:25,978 ase.WeightSocket readWeight - Client: S\n
[INFO] 2018-06-14 11:10:26,290 ase.WeightSocket readWeight - Server: S S     -0.028 kg
[INFO] 2018-06-14 11:10:26,351 ase.WeightSocket rm20 - Client: RM20 8 "3; tomat" "" "" \n
[INFO] 2018-06-14 11:10:26,918 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:10:28,484 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:10:28,485 ase.WeightSocket rm20 - Client: RM20 8 "Placer tara." "ok?" "" \n
[INFO] 2018-06-14 11:10:29,110 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:10:29,934 ase.WeightSocket rm20 - Server: RM20 A "ok?"
[INFO] 2018-06-14 11:10:29,934 ase.WeightSocket tarer - Client: T
[INFO] 2018-06-14 11:10:30,364 ase.WeightSocket tarer - Server: T S      0.000 kg
[INFO] 2018-06-14 11:10:30,366 ase.WeightSocket rm20 - Client: RM20 8 "Angiv raavarebatch ID" "ID" "" \n
[INFO] 2018-06-14 11:10:30,992 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:12:21,145 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-14 11:12:21,146 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-14 11:12:21,146 ase.WeightSocket rm20 - Client: RM20 8 "Input operator ID" "ID" "" \n
[INFO] 2018-06-14 11:12:21,446 ase.WeightSocket rm20 - Server: RM20 I
[INFO] 2018-06-14 11:12:29,644 ase.WeightSocket rm20 - Server: RM20 C
[INFO] 2018-06-14 11:12:29,645 ase.WeightSocket rm20 - Server: RM20 C
[INFO] 2018-06-14 11:12:29,646 ase.AseController run - Cancel: operatør.
[INFO] 2018-06-14 11:12:30,252 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-14 11:12:30,261 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-14 11:12:30,262 ase.WeightSocket rm20 - Client: RM20 8 "Input operator ID" "ID" "" \n
[INFO] 2018-06-14 11:12:30,888 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:12:33,300 ase.WeightSocket rm20 - Server: RM20 A "ID"
[WARN] 2018-06-14 11:12:33,301 ase.AseController validerOperatoer - Ikke gyldigt ID
[INFO] 2018-06-14 11:12:33,302 ase.WeightSocket rm20 - Client: RM20 8 "" "Ikke gyldigt ID" "" \n
[INFO] 2018-06-14 11:12:33,900 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:12:34,950 ase.WeightSocket rm20 - Server: RM20 A "Ikke gyldigt ID"
[INFO] 2018-06-14 11:12:34,951 ase.WeightSocket rm20 - Client: RM20 8 "Input operator ID" "ID" "" \n
[INFO] 2018-06-14 11:12:35,597 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:12:38,313 ase.WeightSocket rm20 - Server: RM20 A "1"
[INFO] 2018-06-14 11:12:39,086 ase.WeightSocket rm20 - Client: RM20 8 "TT" "" "Confirm" \n
[INFO] 2018-06-14 11:12:39,671 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:12:40,301 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:12:40,303 ase.WeightSocket rm20 - Client: RM20 8 "Input batch ID" "ID" "" \n
[INFO] 2018-06-14 11:12:40,925 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:12:44,371 ase.WeightSocket rm20 - Server: RM20 A "2"
[INFO] 2018-06-14 11:12:44,483 ase.WeightSocket rm20 - Client: RM20 8 "prosciuta" "" "Confirm" \n
[INFO] 2018-06-14 11:12:45,102 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:12:46,773 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:12:47,133 ase.WeightSocket rm20 - Client: RM20 8 "Toem vaegt" "ok?" "" \n
[INFO] 2018-06-14 11:12:47,685 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:12:48,549 ase.WeightSocket rm20 - Server: RM20 A "ok?"
[INFO] 2018-06-14 11:12:48,550 ase.WeightSocket readWeight - Client: S\n
[INFO] 2018-06-14 11:12:48,862 ase.WeightSocket readWeight - Server: S S      0.000 kg
[INFO] 2018-06-14 11:12:48,921 ase.WeightSocket rm20 - Client: RM20 8 "3; tomat" "" "" \n
[INFO] 2018-06-14 11:12:49,594 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:16:07,877 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-14 11:16:07,883 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-14 11:16:07,893 ase.WeightSocket rm20 - Client: RM20 8 "Indtast operator ID" "ID" "" \n
[INFO] 2018-06-14 11:16:08,159 ase.WeightSocket rm20 - Server: RM20 I
[INFO] 2018-06-14 11:16:17,342 ase.WeightSocket rm20 - Server: RM20 C
[INFO] 2018-06-14 11:16:17,343 ase.WeightSocket rm20 - Server: RM20 C
[INFO] 2018-06-14 11:16:17,343 ase.AseController run - Cancel: operatør.
[INFO] 2018-06-14 11:16:17,927 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-14 11:16:17,941 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-14 11:16:17,943 ase.WeightSocket rm20 - Client: RM20 8 "Indtast operator ID" "ID" "" \n
[INFO] 2018-06-14 11:16:18,594 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:16:23,295 ase.WeightSocket rm20 - Server: RM20 A "ID"
[WARN] 2018-06-14 11:16:23,296 ase.AseController validerOperatoer - Ikke gyldigt ID
[INFO] 2018-06-14 11:16:23,296 ase.WeightSocket rm20 - Client: RM20 8 "" "Ikke gyldigt ID" "" \n
[INFO] 2018-06-14 11:16:23,921 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:16:24,861 ase.WeightSocket rm20 - Server: RM20 A "Ikke gyldigt ID"
[INFO] 2018-06-14 11:16:24,866 ase.WeightSocket rm20 - Client: RM20 8 "Indtast operator ID" "ID" "" \n
[INFO] 2018-06-14 11:16:25,488 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:16:26,950 ase.WeightSocket rm20 - Server: RM20 A "ID"
[WARN] 2018-06-14 11:16:26,951 ase.AseController validerOperatoer - Ikke gyldigt ID
[INFO] 2018-06-14 11:16:26,952 ase.WeightSocket rm20 - Client: RM20 8 "" "Ikke gyldigt ID" "" \n
[INFO] 2018-06-14 11:16:27,577 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:16:28,257 ase.WeightSocket rm20 - Server: RM20 A "Ikke gyldigt ID"
[INFO] 2018-06-14 11:16:28,257 ase.WeightSocket rm20 - Client: RM20 8 "Indtast operator ID" "ID" "" \n
[INFO] 2018-06-14 11:16:28,935 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:16:30,654 ase.WeightSocket rm20 - Server: RM20 A "1"
[INFO] 2018-06-14 11:16:31,552 ase.WeightSocket rm20 - Client: RM20 8 "TT" "" "Bekraef" \n
[INFO] 2018-06-14 11:16:32,173 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:17:12,809 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-14 11:17:12,812 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-14 11:17:12,820 ase.WeightSocket rm20 - Client: RM20 8 "Indtast operator ID" "ID" "" \n
[INFO] 2018-06-14 11:17:13,080 ase.WeightSocket rm20 - Server: RM20 I
[INFO] 2018-06-14 11:17:16,667 ase.WeightSocket rm20 - Server: RM20 C
[INFO] 2018-06-14 11:17:16,668 ase.WeightSocket rm20 - Server: RM20 C
[INFO] 2018-06-14 11:17:16,669 ase.AseController run - Cancel: operatør.
[INFO] 2018-06-14 11:17:17,280 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-14 11:17:17,281 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-14 11:17:17,282 ase.WeightSocket rm20 - Client: RM20 8 "Indtast operator ID" "ID" "" \n
[INFO] 2018-06-14 11:17:17,915 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:17:20,011 ase.WeightSocket rm20 - Server: RM20 A "ID"
[WARN] 2018-06-14 11:17:20,012 ase.AseController validerOperatoer - Ikke gyldigt ID
[INFO] 2018-06-14 11:17:20,013 ase.WeightSocket rm20 - Client: RM20 8 "" "Ikke gyldigt ID" "" \n
[INFO] 2018-06-14 11:17:20,637 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:17:21,147 ase.WeightSocket rm20 - Server: RM20 A "Ikke gyldigt ID"
[INFO] 2018-06-14 11:17:21,157 ase.WeightSocket rm20 - Client: RM20 8 "Indtast operator ID" "ID" "" \n
[INFO] 2018-06-14 11:17:21,788 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:17:23,453 ase.WeightSocket rm20 - Server: RM20 A "1"
[INFO] 2018-06-14 11:17:24,047 ase.WeightSocket rm20 - Client: RM20 8 "TT" "Bekraeft." "" \n
[INFO] 2018-06-14 11:17:24,697 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:17:31,081 ase.WeightSocket rm20 - Server: RM20 A "Bekraeft."
[INFO] 2018-06-14 11:17:31,086 ase.WeightSocket rm20 - Client: RM20 8 "Indtast batch ID" "ID" "" \n
[INFO] 2018-06-14 11:17:31,708 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:17:32,544 ase.WeightSocket rm20 - Server: RM20 A "ID"
[INFO] 2018-06-14 11:17:32,545 ase.AseController getProduktbatch - Ikke gyldigt PB ID.
[INFO] 2018-06-14 11:17:32,546 ase.WeightSocket rm20 - Client: RM20 8 "" "Ikke gyldigt PB ID." "" \n
[INFO] 2018-06-14 11:17:33,171 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:17:33,546 ase.WeightSocket rm20 - Server: RM20 A "Ikke gyldigt PB ID."
[INFO] 2018-06-14 11:17:33,546 ase.WeightSocket rm20 - Client: RM20 8 "Indtast batch ID" "ID" "" \n
[INFO] 2018-06-14 11:17:34,216 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:17:36,617 ase.WeightSocket rm20 - Server: RM20 A "2"
[INFO] 2018-06-14 11:17:36,726 ase.WeightSocket rm20 - Client: RM20 8 "prosciuta" "Bekraeft." "" \n
[INFO] 2018-06-14 11:17:37,348 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:17:38,184 ase.WeightSocket rm20 - Server: RM20 A "Bekraeft."
[INFO] 2018-06-14 11:17:38,532 ase.WeightSocket rm20 - Client: RM20 8 "Toem vaegt" "ok?" "" \n
[INFO] 2018-06-14 11:17:39,123 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:17:40,900 ase.WeightSocket rm20 - Server: RM20 A "ok?"
[INFO] 2018-06-14 11:17:40,902 ase.WeightSocket readWeight - Client: S\n
[INFO] 2018-06-14 11:17:41,127 ase.WeightSocket readWeight - Server: S S      0.000 kg
[INFO] 2018-06-14 11:17:41,206 ase.WeightSocket rm20 - Client: RM20 8 "3; tomat" "Bekraeft!" "" \n
[INFO] 2018-06-14 11:17:41,839 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:17:43,716 ase.WeightSocket rm20 - Server: RM20 A "Bekraeft!"
[INFO] 2018-06-14 11:17:43,722 ase.WeightSocket rm20 - Client: RM20 8 "Placer tara." "ok?" "" \n
[INFO] 2018-06-14 11:17:44,348 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:17:46,017 ase.WeightSocket rm20 - Server: RM20 A "ok?"
[INFO] 2018-06-14 11:17:46,017 ase.WeightSocket tarer - Client: T
[INFO] 2018-06-14 11:17:46,436 ase.WeightSocket tarer - Server: T S      0.000 kg
[INFO] 2018-06-14 11:17:46,437 ase.WeightSocket rm20 - Client: RM20 8 "Angiv raavarebatch ID" "ID" "" \n
[INFO] 2018-06-14 11:17:47,166 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:17:49,987 ase.WeightSocket rm20 - Server: RM20 A "7"
[INFO] 2018-06-14 11:17:50,042 ase.WeightSocket rm20 - Client: RM20 8 "Current RB: 1.424kg." "" "2.0kg." \n
[INFO] 2018-06-14 11:17:50,660 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:18:00,957 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:18:00,972 ase.WeightSocket rm20 - Client: RM20 8 "Se vaegt." "ok?" "" \n
[INFO] 2018-06-14 11:18:01,580 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:18:02,521 ase.WeightSocket rm20 - Server: RM20 A "ok?"
[INFO] 2018-06-14 11:18:02,522 ase.WeightSocket readWeight - Client: S\n
[INFO] 2018-06-14 11:18:02,825 ase.WeightSocket readWeight - Server: S S      0.000 kg
[INFO] 2018-06-14 11:18:02,825 ase.WeightSocket rm20 - Client: RM20 8 "Vaegt ok?" "" "0.0kg." \n
[INFO] 2018-06-14 11:18:03,461 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:18:05,132 ase.WeightSocket rm20 - Server: RM20 A ""
[INFO] 2018-06-14 11:18:05,133 ase.AseController afvejning - 3 7 1.424
[WARN] 2018-06-14 11:18:05,183 ase.AseController afvejning - DTOProduktBatchKomp(pbId=2, rbId=7, tara=0.0, netto=0.0, oprId=1)
[INFO] 2018-06-14 11:18:05,257 ase.WeightSocket rm20 - Client: RM20 8 "Afvejet: 7" "Mangler: 2.0kg" "" \n
[INFO] 2018-06-14 11:18:05,863 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:18:43,190 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-14 11:18:43,191 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-14 11:18:43,202 ase.WeightSocket rm20 - Client: RM20 8 "Indtast operator ID" "ID" "" \n
[INFO] 2018-06-14 11:18:43,488 ase.WeightSocket rm20 - Server: RM20 I
[INFO] 2018-06-14 11:18:57,983 ase.WeightSocket rm20 - Server: RM20 C
[INFO] 2018-06-14 11:18:57,984 ase.WeightSocket rm20 - Server: RM20 C
[INFO] 2018-06-14 11:18:57,985 ase.AseController run - Cancel: operatør.
[INFO] 2018-06-14 11:18:58,575 ase.WeightSocket flushInput - Flush inputstream.
[INFO] 2018-06-14 11:18:58,580 ase.AseController validerOperatoer - Hent operatør.
[INFO] 2018-06-14 11:18:58,582 ase.WeightSocket rm20 - Client: RM20 8 "Indtast operator ID" "ID" "" \n
[INFO] 2018-06-14 11:18:59,235 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:19:01,637 ase.WeightSocket rm20 - Server: RM20 A "1"
[INFO] 2018-06-14 11:19:02,204 ase.WeightSocket rm20 - Client: RM20 8 "TT" "Bekraeft!" "" \n
[INFO] 2018-06-14 11:19:02,891 ase.WeightSocket rm20 - Server: RM20 B
[INFO] 2018-06-14 11:19:03,936 ase.WeightSocket rm20 - Server: RM20 A "Bekraeft!"
